md5,path,filename,bytes,relpath,status,batch,sourcefile,sourceline,timestamp
1054fd7ce91c2cd31ae8e094b92a5802,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904060201/0598.jp2,0598.jp2,5783302,sn84026688/0029602997A/1904060201/0598.jp2,Transfer,alvarez,alvarez.csv,33,
6c9024ffb232f0c0028c6b823e4463cd,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904060201/0599.pdf,0599.pdf,3304895,sn84026688/0029602997A/1904060201/0599.pdf,Transfer,alvarez,alvarez.csv,34,
6663013ffa502768b748da62a121c6d9,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904060201/0599.xml,0599.xml,781081,sn84026688/0029602997A/1904060201/0599.xml,Transfer,alvarez,alvarez.csv,35,
1f10f14e0c9af99147d7e9dbfd471c00,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904060201/0598.pdf,0598.pdf,3617275,sn84026688/0029602997A/1904060201/0598.pdf,Transfer,alvarez,alvarez.csv,36,
c5a56700ded9ff1a684cb44d35b80471,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0639.xml,0639.xml,829640,sn84026688/0029602997A/1904081101/0639.xml,Transfer,alvarez,alvarez.csv,37,
72355d2e5490b721ea7480ba2123f586,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0640.xml,0640.xml,837116,sn84026688/0029602997A/1904081101/0640.xml,Transfer,alvarez,alvarez.csv,38,
0630f8b1097424b9732ab7755a7a7a57,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0640.tif,0640.tif,46332747,sn84026688/0029602997A/1904081101/0640.tif,Transfer,alvarez,alvarez.csv,39,
72abfad94fee756b1bd5fbf0f83c6915,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0639.pdf,0639.pdf,3248115,sn84026688/0029602997A/1904081101/0639.pdf,Transfer,alvarez,alvarez.csv,40,
7d550230a2f5e28514f035fbe251c487,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0639.jp2,0639.jp2,5822955,sn84026688/0029602997A/1904081101/0639.jp2,Transfer,alvarez,alvarez.csv,41,
bde1639978378f74eb07c37b78a070a7,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0641.tif,0641.tif,46332747,sn84026688/0029602997A/1904081101/0641.tif,Transfer,alvarez,alvarez.csv,42,
7f2955f5713201759c665898693a1217,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0640.jp2,0640.jp2,5784589,sn84026688/0029602997A/1904081101/0640.jp2,Transfer,alvarez,alvarez.csv,43,
a262af667fd9c702e51acd3ea35b7231,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0641.pdf,0641.pdf,3855149,sn84026688/0029602997A/1904081101/0641.pdf,Transfer,alvarez,alvarez.csv,44,
f0853e51e633a7c802862359a3432583,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0638.pdf,0638.pdf,3589907,sn84026688/0029602997A/1904081101/0638.pdf,Transfer,alvarez,alvarez.csv,45,
0b39ebcdc9c2bd1ac1bb5f621f4b9060,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0641.xml,0641.xml,1460992,sn84026688/0029602997A/1904081101/0641.xml,Transfer,alvarez,alvarez.csv,46,
c68ab7eff168609c7b2cc7357bdff0a6,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0640.pdf,0640.pdf,3110399,sn84026688/0029602997A/1904081101/0640.pdf,Transfer,alvarez,alvarez.csv,47,
4196190691285c714b2c7846960e9eff,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/1904081101.xml,1904081101.xml,8867,sn84026688/0029602997A/1904081101/1904081101.xml,Transfer,alvarez,alvarez.csv,48,
86d2693572544058e0a497952708e921,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0638.xml,0638.xml,1219685,sn84026688/0029602997A/1904081101/0638.xml,Transfer,alvarez,alvarez.csv,49,
da042bf0c097202fb90265ae87fe209a,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0639.tif,0639.tif,46652379,sn84026688/0029602997A/1904081101/0639.tif,Transfer,alvarez,alvarez.csv,50,
538ef5091ceec8a79b14812636baa5b9,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0638.tif,0638.tif,46332747,sn84026688/0029602997A/1904081101/0638.tif,Transfer,alvarez,alvarez.csv,51,
9c75066309d0f958a3542118a192032a,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0641.jp2,0641.jp2,5778759,sn84026688/0029602997A/1904081101/0641.jp2,Transfer,alvarez,alvarez.csv,52,
96cf8fd3343803f3ecdcf5ac944f2877,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/0638.jp2,0638.jp2,5780949,sn84026688/0029602997A/1904081101/0638.jp2,Transfer,alvarez,alvarez.csv,53,
f875c4cabb82f3858b36a9db8aeedebb,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904081101/1904081101_1.xml,1904081101_1.xml,28269,sn84026688/0029602997A/1904081101/1904081101_1.xml,Transfer,alvarez,alvarez.csv,54,
b0a52dc3357c815d7ca88c88d49281ac,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0654.xml,0654.xml,1241558,sn84026688/0029602997A/1904090801/0654.xml,Transfer,alvarez,alvarez.csv,55,
af2564c995c688decb20e5c90f3d67a8,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0656.jp2,0656.jp2,5842183,sn84026688/0029602997A/1904090801/0656.jp2,Transfer,alvarez,alvarez.csv,56,
b0dff2eb639c8630c5a7cd91d20e20ca,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0657.pdf,0657.pdf,4091530,sn84026688/0029602997A/1904090801/0657.pdf,Transfer,alvarez,alvarez.csv,57,
b42651c3bc41be73f6e4aefff36e0aef,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0655.jp2,0655.jp2,5841884,sn84026688/0029602997A/1904090801/0655.jp2,Transfer,alvarez,alvarez.csv,58,
9f305daefbb1a9a4846264250f06c07b,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0656.xml,0656.xml,794910,sn84026688/0029602997A/1904090801/0656.xml,Transfer,alvarez,alvarez.csv,59,
09cdac267d0944e7395fc7aa0c49d65c,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0655.xml,0655.xml,850084,sn84026688/0029602997A/1904090801/0655.xml,Transfer,alvarez,alvarez.csv,60,
95f22f966ff7e8a6c1504ad9f8a38774,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/1904090801.xml,1904090801.xml,8867,sn84026688/0029602997A/1904090801/1904090801.xml,Transfer,alvarez,alvarez.csv,61,
a2fce0189d8461058052b71eb5c8b004,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0655.tif,0655.tif,46797039,sn84026688/0029602997A/1904090801/0655.tif,Transfer,alvarez,alvarez.csv,62,
0797c40eecafb59894526205bf321e6a,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0657.tif,0657.tif,46797039,sn84026688/0029602997A/1904090801/0657.tif,Transfer,alvarez,alvarez.csv,63,
bcc47056c4bfc7eeab73ca71981b4c52,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0654.jp2,0654.jp2,5842377,sn84026688/0029602997A/1904090801/0654.jp2,Transfer,alvarez,alvarez.csv,64,
3ffafe6c25d42067f2f14595d44bf3d1,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0657.jp2,0657.jp2,5842770,sn84026688/0029602997A/1904090801/0657.jp2,Transfer,alvarez,alvarez.csv,65,
b99018444cf39a102a28f9aa55dceb3d,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0654.pdf,0654.pdf,3515968,sn84026688/0029602997A/1904090801/0654.pdf,Transfer,alvarez,alvarez.csv,66,
70b2478882a5a92565b56d8e17134e23,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0654.tif,0654.tif,46797039,sn84026688/0029602997A/1904090801/0654.tif,Transfer,alvarez,alvarez.csv,67,
c829f468536c3d1c10056701f56f43c5,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0657.xml,0657.xml,1421109,sn84026688/0029602997A/1904090801/0657.xml,Transfer,alvarez,alvarez.csv,68,
050a219b39e24c70517fdff3ae908568,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0656.pdf,0656.pdf,3044063,sn84026688/0029602997A/1904090801/0656.pdf,Transfer,alvarez,alvarez.csv,69,
fb28cb4c8d1213485a846ab4b544fd26,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0655.pdf,0655.pdf,3414990,sn84026688/0029602997A/1904090801/0655.pdf,Transfer,alvarez,alvarez.csv,70,
02b59a2b42de47806efc35e993dcf493,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/0656.tif,0656.tif,46797039,sn84026688/0029602997A/1904090801/0656.tif,Transfer,alvarez,alvarez.csv,71,
c2569123d7dcc046cfe834c4fd348d47,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1904090801/1904090801_1.xml,1904090801_1.xml,26179,sn84026688/0029602997A/1904090801/1904090801_1.xml,Transfer,alvarez,alvarez.csv,72,
54ec868258b91367b22203fa3b9a07d1,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0120.pdf,0120.pdf,4139323,sn84026688/0029602997A/1902022001/0120.pdf,Transfer,alvarez,alvarez.csv,73,
dbd48164f51add101121ca04ee65b549,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0120.tif,0120.tif,47070013,sn84026688/0029602997A/1902022001/0120.tif,Transfer,alvarez,alvarez.csv,74,
b73c15016a2a74eaf8f1dbf0c3e2e5fa,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0116.xml,0116.xml,982580,sn84026688/0029602997A/1902022001/0116.xml,Transfer,alvarez,alvarez.csv,75,
de6446d65be86a818472d8fbe7abe9df,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/1902022001.xml,1902022001.xml,10643,sn84026688/0029602997A/1902022001/1902022001.xml,Transfer,alvarez,alvarez.csv,76,
8b05f6daecca78f6bb33e3af3172819e,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0117.tif,0117.tif,47070013,sn84026688/0029602997A/1902022001/0117.tif,Transfer,alvarez,alvarez.csv,77,
c3b4b264dc10dd682411a7f1785709be,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0120.jp2,0120.jp2,5869819,sn84026688/0029602997A/1902022001/0120.jp2,Transfer,alvarez,alvarez.csv,78,
aff4ded6a5b911ad5ecce3e7746bceeb,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0117.xml,0117.xml,1076403,sn84026688/0029602997A/1902022001/0117.xml,Transfer,alvarez,alvarez.csv,79,
44620985645ccc85ccd4e07a054ecfdd,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0118.pdf,0118.pdf,4117808,sn84026688/0029602997A/1902022001/0118.pdf,Transfer,alvarez,alvarez.csv,80,
4c98df438b16e552bafe1d1ff95e4d38,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0119.jp2,0119.jp2,5875548,sn84026688/0029602997A/1902022001/0119.jp2,Transfer,alvarez,alvarez.csv,81,
25c371f05d7f5b2ee4fc285a7867e70e,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902022001/0118.tif,0118.tif,47070013,sn84026688/0029602997A/1902022001/0118.tif,Transfer,alvarez,alvarez.csv,82,
